abany,year,class,courts,nateduc,region,born,racehisp,sex,degree,marital,wrkslf
Yes,2016,Middle class,About right,Too little,West,Yes,White,Female,High school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,About right,West,No,Hispanic,Male,High school,Married,Someone else
NA,2016,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,High school,Never Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,West,Yes,Hispanic,Male,High school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,About right,West,No,Hispanic,Female,Lt high school,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Widowed,Someone else
No,2016,Middle class,About right,NA,West,Yes,Hispanic,Male,High school,Married,Someone else
Yes,2016,Upper class,About right,NA,West,No,Other,Female,Graduate,Married,Someone else
No,2016,NA,About right,Too little,West,Yes,White,Female,High school,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,Junior college,Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Female,High school,Married,Someone else
Yes,2016,Working class,NA,Too little,West,Yes,White,Female,Bachelor,Married,Self-employed
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,Bachelor,Married,Someone else
NA,2016,Middle class,NA,NA,West,Yes,Black,Male,Bachelor,Never Married,Someone else
No,2016,Lower class,NA,NA,West,Yes,Black,Male,Bachelor,Never Married,Self-employed
NA,2016,Middle class,Not harsh enough,Too little,West,Yes,Hispanic,Male,High school,Married,Someone else
Yes,2016,Working class,Too harsh,Too little,West,Yes,Black,Male,High school,Never Married,NA
NA,2016,Working class,Not harsh enough,NA,West,Yes,Black,Male,High school,Never Married,Someone else
No,2016,Working class,Not harsh enough,Too little,West,No,Hispanic,Female,Bachelor,Div/Sep,Someone else
Yes,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,High school,Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,West,Yes,White,Female,Graduate,Married,Someone else
No,2016,Working class,About right,About right,West,Yes,Hispanic,Male,High school,Div/Sep,Self-employed
Yes,2016,Middle class,About right,NA,West,Yes,White,Female,Graduate,Div/Sep,Someone else
Yes,2016,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Male,High school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,NA,West,Yes,Hispanic,Male,High school,Never Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,West,Yes,Black,Female,High school,Never Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,West,Yes,Hispanic,Female,Junior college,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,NA,West,No,Hispanic,Female,Junior college,Div/Sep,Someone else
Yes,2016,NA,NA,Too little,West,Yes,White,Female,High school,Never Married,Someone else
NA,2016,Upper class,Not harsh enough,Too little,West,Yes,Black,Female,High school,Div/Sep,Someone else
No,2016,Working class,Not harsh enough,About right,West,No,Hispanic,Male,Lt high school,Married,Someone else
NA,2016,Middle class,About right,NA,West,Yes,White,Female,Graduate,Married,Someone else
No,2016,Working class,Not harsh enough,NA,West,Yes,White,Female,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,West,Yes,Hispanic,Female,Bachelor,Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,West,Yes,White,Female,Bachelor,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,NA,West,Yes,White,Male,Bachelor,Married,Someone else
No,2016,Working class,NA,Too little,West,Yes,White,Female,High school,Widowed,Someone else
No,2016,Middle class,NA,NA,West,No,White,Male,High school,Div/Sep,Self-employed
NA,2016,Working class,NA,Too little,West,Yes,White,Female,Graduate,Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,West,Yes,White,Male,Bachelor,Married,Self-employed
NA,2016,Working class,Too harsh,NA,West,Yes,White,Female,Junior college,Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,West,Yes,Hispanic,Male,Lt high school,Married,Self-employed
Yes,2016,Middle class,Not harsh enough,NA,West,No,Hispanic,Female,Lt high school,Married,Self-employed
Yes,2016,Working class,Not harsh enough,Too much,West,Yes,White,Female,High school,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,NA,West,No,Hispanic,Female,High school,Married,NA
No,2016,Middle class,Not harsh enough,NA,Midwest,No,Hispanic,Female,High school,Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Widowed,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Midwest,Yes,Black,Male,Junior college,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,NA,Midwest,No,Black,Male,Junior college,Married,Someone else
Yes,2016,Working class,About right,NA,Midwest,Yes,White,Male,High school,Married,Someone else
No,2016,Working class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Widowed,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Graduate,Never Married,Someone else
NA,2016,Upper class,Too harsh,Too little,Midwest,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Upper class,Not harsh enough,NA,Midwest,Yes,White,Male,Bachelor,Married,Self-employed
Yes,2016,Middle class,Too harsh,Too little,Midwest,No,White,Male,Bachelor,Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,High school,Div/Sep,Self-employed
No,2016,Middle class,Too harsh,NA,Midwest,No,Hispanic,Male,Lt high school,Married,Self-employed
NA,2016,Middle class,Not harsh enough,NA,Midwest,No,Hispanic,Female,High school,Never Married,Self-employed
Yes,2016,Middle class,About right,Too little,Midwest,Yes,White,Female,Bachelor,Married,Someone else
Yes,2016,Middle class,Too harsh,NA,Midwest,Yes,Hispanic,Female,Bachelor,Married,Someone else
Yes,2016,Middle class,Too harsh,NA,Midwest,No,Other,Female,Bachelor,Married,Someone else
NA,2016,Working class,Too harsh,NA,Midwest,Yes,Black,Male,Bachelor,Div/Sep,Someone else
No,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,Black,Female,High school,Never Married,NA
Yes,2016,Lower class,Not harsh enough,NA,Midwest,Yes,Black,Female,Lt high school,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Married,Someone else
No,2016,Middle class,Too harsh,NA,Midwest,Yes,Black,Male,High school,Never Married,Someone else
Yes,2016,Working class,About right,NA,Midwest,Yes,Black,Male,High school,Married,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,Midwest,No,Hispanic,Female,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,Hispanic,Female,High school,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,NA,Midwest,No,Hispanic,Female,Lt high school,Never Married,Self-employed
No,2016,Working class,Not harsh enough,Too much,Midwest,Yes,White,Male,Bachelor,Never Married,Someone else
NA,2016,Lower class,Not harsh enough,About right,Midwest,Yes,Hispanic,Female,High school,Never Married,Someone else
NA,2016,Upper class,Too harsh,NA,Midwest,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,Bachelor,Married,Someone else
Yes,2016,Middle class,About right,NA,Midwest,Yes,White,Male,High school,Widowed,Someone else
NA,2016,Middle class,About right,About right,Midwest,Yes,White,Male,Bachelor,Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Male,Bachelor,Div/Sep,Someone else
NA,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Married,Someone else
No,2016,Working class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Div/Sep,Someone else
NA,2016,Middle class,Too harsh,NA,Midwest,Yes,White,Male,High school,Married,Someone else
Yes,2016,Middle class,Not harsh enough,About right,Midwest,Yes,Hispanic,Male,High school,Never Married,Someone else
Yes,2016,Middle class,Too harsh,NA,Midwest,Yes,White,Female,Bachelor,Married,Someone else
No,2016,Lower class,Not harsh enough,About right,Midwest,Yes,Hispanic,Female,Lt high school,Never Married,NA
NA,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Div/Sep,Someone else
Yes,2016,Working class,Too harsh,Too little,Midwest,Yes,Black,Female,Junior college,Married,Someone else
Yes,2016,Lower class,Not harsh enough,NA,Midwest,Yes,Black,Male,High school,Div/Sep,NA
No,2016,Working class,Not harsh enough,Too little,Midwest,No,Hispanic,Female,High school,Div/Sep,Someone else
Yes,2016,Lower class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
No,2016,Working class,Not harsh enough,NA,Midwest,No,Hispanic,Male,High school,Never Married,Someone else
No,2016,Working class,Too harsh,NA,Midwest,No,Hispanic,Female,High school,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Bachelor,Div/Sep,Someone else
Yes,2016,Upper class,Too harsh,Too little,Midwest,Yes,White,Male,Bachelor,Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Married,Self-employed
NA,2016,Upper class,Too harsh,About right,Midwest,Yes,White,Male,Bachelor,Married,Self-employed
NA,2016,Middle class,About right,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
No,2016,Working class,NA,Too much,Midwest,Yes,Other,Male,High school,Married,Self-employed
No,2016,Working class,Not harsh enough,NA,Midwest,No,Hispanic,Male,High school,Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,Midwest,Yes,Hispanic,Female,Bachelor,Div/Sep,Someone else
No,2016,Middle class,NA,Too much,Midwest,Yes,White,Male,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,Bachelor,Married,Someone else
Yes,2016,Upper class,Not harsh enough,NA,Midwest,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Never Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Married,Self-employed
No,2016,Middle class,Not harsh enough,About right,Midwest,Yes,White,Female,Graduate,Married,Someone else
NA,2016,Lower class,About right,NA,Midwest,Yes,White,Male,Bachelor,Never Married,Someone else
No,2016,Middle class,NA,NA,Midwest,Yes,White,Female,Bachelor,Never Married,Someone else
NA,2016,Working class,Not harsh enough,About right,Midwest,Yes,White,Male,Graduate,Never Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Midwest,Yes,White,Male,Graduate,Div/Sep,Someone else
Yes,2016,Working class,Too harsh,Too little,Midwest,Yes,White,Female,High school,Div/Sep,Someone else
NA,2016,Working class,Not harsh enough,About right,Midwest,Yes,White,Male,High school,Never Married,Someone else
No,2016,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Div/Sep,Someone else
No,2016,Working class,About right,Too little,Midwest,Yes,White,Female,High school,Married,Self-employed
Yes,2016,Middle class,NA,Too little,Midwest,No,White,Female,Graduate,Married,Someone else
NA,2016,Middle class,About right,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
No,2016,Working class,Not harsh enough,NA,Midwest,Yes,White,Male,High school,Married,Someone else
No,2016,Working class,Not harsh enough,Too little,Midwest,Yes,White,Female,High school,Married,Someone else
No,2016,Working class,About right,NA,Southeast,Yes,Black,Female,Graduate,Married,Someone else
No,2016,Middle class,NA,Too little,Southeast,No,Hispanic,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Southeast,Yes,White,Male,Junior college,Never Married,Someone else
No,2016,Middle class,Not harsh enough,NA,Southeast,Yes,Black,Female,Junior college,Div/Sep,Someone else
No,2016,Upper class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Widowed,Someone else
Yes,2016,Middle class,Too harsh,Too little,Southeast,Yes,White,Male,High school,Married,Someone else
NA,2016,Working class,About right,NA,Southeast,Yes,White,Male,High school,Never Married,Someone else
Yes,2016,Middle class,About right,Too little,Southeast,Yes,White,Male,Graduate,Married,Someone else
Yes,2016,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Someone else
NA,2016,Middle class,NA,NA,Southeast,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Div/Sep,Someone else
Yes,2016,Lower class,Not harsh enough,Too little,Southeast,Yes,White,Male,Lt high school,Married,Self-employed
NA,2016,Lower class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,Southeast,Yes,White,Female,High school,Married,Self-employed
Yes,2016,Working class,Not harsh enough,Too little,Southeast,Yes,White,Male,High school,Married,Self-employed
Yes,2016,Upper class,NA,About right,Southeast,No,Other,Female,Graduate,Married,Someone else
NA,2016,Middle class,About right,NA,Southeast,No,White,Female,Graduate,Married,Someone else
No,2016,Middle class,Not harsh enough,NA,Southeast,Yes,White,Male,High school,Married,Someone else
No,2016,Middle class,NA,NA,Southeast,No,Other,Female,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Southeast,No,White,Female,High school,Married,Someone else
NA,2016,Working class,Not harsh enough,Too little,Southeast,Yes,White,Female,Graduate,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Southeast,Yes,Black,Male,High school,Never Married,Someone else
Yes,2016,Working class,NA,Too little,Southeast,Yes,White,Female,Bachelor,Married,Someone else
No,2016,Upper class,Not harsh enough,NA,Southeast,Yes,White,Male,High school,Married,Someone else
NA,2016,Working class,Too harsh,Too little,Southeast,Yes,Black,Female,Graduate,Married,Someone else
NA,2016,Middle class,About right,NA,Southeast,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Too harsh,About right,Southeast,Yes,White,Female,Graduate,Married,Someone else
No,2016,Middle class,About right,NA,Southeast,No,White,Male,High school,Div/Sep,Self-employed
Yes,2016,Lower class,Not harsh enough,Too little,Southeast,Yes,Black,Female,High school,Never Married,Someone else
NA,2016,Middle class,About right,Too little,Southeast,Yes,Black,Female,Bachelor,Never Married,Someone else
NA,2016,Working class,NA,NA,Southeast,Yes,Black,Female,Bachelor,Married,Someone else
No,2016,Middle class,Not harsh enough,Too little,Southeast,Yes,Black,Female,Bachelor,Married,Someone else
NA,2016,Middle class,Not harsh enough,NA,Southeast,No,Black,Female,Bachelor,Never Married,Someone else
Yes,2016,Middle class,About right,NA,Southeast,Yes,White,Female,Bachelor,Married,Someone else
NA,2016,Working class,Too harsh,Too little,Southeast,Yes,Black,Female,Bachelor,Never Married,Someone else
Yes,2016,Working class,Not harsh enough,Too little,Southeast,No,Black,Female,Bachelor,Widowed,Someone else
No,2016,Lower class,Not harsh enough,NA,Southeast,No,Black,Female,High school,Married,Self-employed
Yes,2016,Middle class,About right,About right,Southeast,Yes,White,Male,Graduate,Married,Someone else
NA,2016,Middle class,Too harsh,NA,Southeast,Yes,White,Male,High school,Div/Sep,Someone else
